user_id,country,age,subscription_type,signup_date,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day,,
2198,Spain,45,Free,19-12-2018,Active,2,0,No,No,4,8.8,Rock,Podcasts,HiFi Audio,Tablet,8,9,,
2199,Spain,29,Premium Individual,27-06-2018,Active,1,0,No,No,5,9.64,R&B,Playlists,HiFi Audio,Desktop,5,9,,
2200,Spain,50,Premium Individual,04-06-2024,Active,2,0,No,No,5,4.98,Hip-Hop,Offline Mode,Social Listening,Mobile,18,14,,
2201,Spain,36,Free,18-10-2018,Active,2,0,No,No,5,8.37,Latin,Playlists,Better AI Recommendations,Smart Speaker,4,13,,
2202,Brazil,55,Premium Family,18-10-2021,Active,0,0,No,No,5,11.33,Jazz,Lyrics,Lyrics Translation,Mobile,10,16,,
2203,Indonesia,45,Free,11-04-2024,Active,0,0,No,No,4,12.9,R&B,AI DJ,Concert Alerts,Smart Speaker,13,12,,
2204,UK,56,Premium Individual,08-06-2023,Active,0,0,No,No,4,15.6,Bollywood,AI DJ,Mood-based Auto Playlists,Smart Speaker,9,6,,
2205,Italy,29,Premium Duo,22-04-2020,Active,0,0,Yes,Yes,1,7.32,Pop,Playlists,Better AI Recommendations,Tablet,10,10,,
2206,USA,22,Premium Duo,23-12-2021,Active,5,1,Yes,No,5,12.29,Classical,Podcasts,HiFi Audio,Smart Speaker,2,9,,
2207,Italy,53,Premium Family,06-02-2019,Active,2,0,No,No,3,18.47,Classical,Podcasts,Lyrics Translation,Car System,8,9,,
2208,Mexico,28,Free,02-06-2019,Active,5,1,No,No,5,9.89,Jazz,Offline Mode,Better AI Recommendations,Smart Speaker,8,13,,
2209,India,45,Free,08-12-2022,Active,0,0,No,No,5,9.85,Country,Discover Weekly,Lyrics Translation,Smart Speaker,8,12,,
2210,Canada,56,Premium Individual,01-06-2024,Active,1,0,Yes,No,4,13.35,Country,Lyrics,Concert Alerts,Smart Speaker,7,14,,
2211,India,44,Student,08-09-2025,Active,5,1,Yes,No,5,9.05,Latin,Radio,HiFi Audio,Tablet,2,11,,
2212,India,52,Premium Family,04-10-2018,Active,4,1,No,No,3,8.45,Latin,Lyrics,Mood-based Auto Playlists,Car System,6,14,,
2213,Spain,46,Premium Duo,15-02-2026,Active,1,0,Yes,No,5,8.95,R&B,Radio,Social Listening,Car System,11,12,,
2214,Brazil,41,Free,24-11-2019,Active,4,1,No,No,5,18.94,Indie,Playlists,Better AI Recommendations,Mobile,10,8,,
2215,UK,59,Premium Duo,24-04-2025,Active,1,0,No,No,4,9.54,Electronic,Radio,Social Listening,Car System,7,7,,
2216,USA,57,Premium Individual,02-01-2026,Active,0,0,Yes,No,4,1.7,K-Pop,Radio,Lyrics Translation,Desktop,11,16,,
2217,Spain,60,Premium Family,08-04-2023,Active,0,0,No,No,3,16.42,Indie,Lyrics,Social Listening,Tablet,10,11,,
2218,Italy,23,Premium Individual,17-04-2023,Active,1,0,Yes,No,3,6.25,Country,AI DJ,Social Listening,Desktop,5,8,,
2219,USA,54,Free,02-08-2023,Active,0,0,No,No,3,7.41,Electronic,Discover Weekly,HiFi Audio,Desktop,9,10,,
2220,Mexico,31,Free,13-04-2022,Active,1,0,Yes,Yes,4,2.3,Country,Podcasts,HiFi Audio,Desktop,7,12,,
2221,UK,52,Free,25-07-2020,Active,1,0,Yes,Yes,5,12.3,K-Pop,Lyrics,Lyrics Translation,Smart Speaker,4,10,,
2222,UK,56,Premium Individual,07-07-2020,Active,0,0,No,No,3,3.16,Rock,Podcasts,Mood-based Auto Playlists,Mobile,6,9,,
2223,UK,18,Free,07-04-2025,Active,0,0,No,No,3,8.39,Country,Playlists,Concert Alerts,Mobile,10,13,,
2224,Canada,22,Premium Individual,20-09-2020,Active,5,1,No,No,5,9.66,Indie,Offline Mode,Social Listening,Car System,9,10,,
2225,Indonesia,18,Free,30-03-2020,Active,0,0,Yes,No,3,12.34,Hip-Hop,AI DJ,Social Listening,Desktop,8,7,,
2226,Australia,19,Free,26-03-2023,Active,0,0,No,No,3,12.79,Hip-Hop,Playlists,Concert Alerts,Car System,11,10,,
2227,Germany,30,Premium Duo,05-07-2022,Active,0,0,Yes,Yes,4,9.24,Country,Offline Mode,Social Listening,Smart Speaker,5,17,,
2228,Germany,18,Free,15-07-2025,Active,0,0,No,No,4,9.29,Latin,Discover Weekly,HiFi Audio,Desktop,4,7,,
2229,India,56,Free,28-03-2024,Active,2,0,No,No,5,4.01,Rock,AI DJ,Concert Alerts,Smart Speaker,10,16,,
2230,Indonesia,42,Free,25-06-2024,Active,6,1,No,No,3,5.38,Country,Lyrics,Better AI Recommendations,Mobile,6,7,,
2231,Mexico,18,Premium Individual,13-12-2020,Active,1,0,No,No,3,12.27,Bollywood,Offline Mode,HiFi Audio,Desktop,8,10,,
2232,France,45,Free,21-09-2019,Active,1,0,No,No,2,15.91,Electronic,Offline Mode,Concert Alerts,Mobile,5,19,,
2233,France,22,Free,16-03-2018,Active,2,0,Yes,No,3,12.17,R&B,AI DJ,Concert Alerts,Car System,9,11,,
2234,UK,22,Student,18-12-2025,Inactive,4,1,No,No,3,4.78,Bollywood,AI DJ,Lyrics Translation,Car System,9,7,,
2235,Indonesia,25,Free,05-02-2020,Active,2,0,No,No,5,11.91,Pop,Lyrics,Mood-based Auto Playlists,Desktop,5,12,,
2236,Indonesia,26,Free,08-12-2023,Active,0,0,No,No,4,12.59,Electronic,Radio,Concert Alerts,Desktop,7,10,,
2237,Mexico,48,Premium Family,27-11-2024,Active,0,0,No,No,2,6.58,R&B,Discover Weekly,Mood-based Auto Playlists,Car System,11,10,,
2238,Canada,22,Premium Individual,17-08-2021,Active,0,0,No,No,3,1.85,Hip-Hop,Discover Weekly,Lyrics Translation,Tablet,4,10,,
2239,Germany,40,Premium Duo,20-09-2023,Active,0,0,Yes,No,3,5.41,Jazz,Offline Mode,Concert Alerts,Smart Speaker,8,7,,
2240,Brazil,20,Free,10-01-2018,Active,2,0,No,No,5,8.06,Rock,Daily Mix,HiFi Audio,Desktop,14,13,,
2241,Canada,21,Premium Individual,02-05-2018,Active,1,0,Yes,No,2,16.17,Classical,Offline Mode,Lyrics Translation,Mobile,7,16,,
2242,Australia,55,Free,21-08-2023,Active,1,0,Yes,No,5,3.58,Pop,Daily Mix,Social Listening,Smart Speaker,13,12,,
2243,Brazil,50,Free,01-09-2024,Active,0,0,Yes,No,3,13.44,Indie,Daily Mix,Social Listening,Desktop,6,8,,
2244,India,19,Free,14-11-2018,Active,1,0,No,No,1,9.58,Jazz,Lyrics,Social Listening,Smart Speaker,12,8,,
2245,Italy,50,Premium Individual,02-06-2025,Active,0,0,No,No,5,20.23,Country,Radio,Concert Alerts,Tablet,5,9,,
2246,Brazil,34,Premium Family,24-11-2024,Inactive,4,1,No,No,4,9.07,Jazz,Lyrics,HiFi Audio,Tablet,8,15,,
2247,Canada,41,Student,16-02-2023,Active,1,0,No,No,3,10.21,K-Pop,Daily Mix,HiFi Audio,Tablet,8,12,,
2248,Mexico,16,Free,10-07-2025,Active,1,0,No,No,5,13.47,Country,Discover Weekly,Better AI Recommendations,Car System,13,14,,
2249,Indonesia,29,Premium Individual,12-04-2024,Active,1,0,No,No,5,16.06,Rock,Playlists,Lyrics Translation,Tablet,9,12,,
2250,USA,27,Free,09-04-2018,Active,2,0,No,No,4,13.99,Latin,Lyrics,Lyrics Translation,Tablet,10,8,,
2251,Italy,45,Free,08-09-2023,Active,10,1,No,No,5,13.32,Classical,Radio,Social Listening,Mobile,9,12,,
2252,USA,23,Free,05-05-2020,Active,0,0,No,No,3,14.97,Jazz,AI DJ,Lyrics Translation,Desktop,10,11,,
2253,Indonesia,57,Free,10-12-2025,Active,1,0,No,No,3,13.06,K-Pop,Lyrics,Mood-based Auto Playlists,Smart Speaker,2,10,,
2254,Australia,58,Premium Family,28-04-2020,Active,1,0,No,No,2,10.26,Latin,Discover Weekly,Concert Alerts,Mobile,8,13,,
2255,USA,23,Free,24-10-2022,Active,2,0,No,No,5,8.13,Jazz,Podcasts,Mood-based Auto Playlists,Tablet,6,13,,
2256,USA,21,Premium Individual,14-11-2024,Active,2,0,No,No,5,9.72,Electronic,Playlists,Mood-based Auto Playlists,Desktop,5,15,,
2257,Canada,49,Student,15-02-2024,Active,2,0,No,No,3,13.17,Pop,Discover Weekly,Social Listening,Car System,11,6,,
2258,France,21,Premium Individual,14-12-2021,Active,3,1,Yes,No,3,11.22,Rock,Daily Mix,Better AI Recommendations,Smart Speaker,8,10,,
2259,Australia,22,Premium Individual,05-09-2020,Active,2,0,No,No,5,15.55,Country,Lyrics,Better AI Recommendations,Smart Speaker,8,5,,
2260,France,39,Premium Individual,03-01-2019,Inactive,3,1,No,No,5,22.43,Bollywood,Playlists,HiFi Audio,Smart Speaker,12,10,,
2261,Mexico,35,Free,27-01-2021,Inactive,3,1,No,No,5,13.11,Latin,Discover Weekly,HiFi Audio,Car System,10,8,,
2262,India,25,Premium Duo,20-06-2021,Active,2,0,Yes,No,3,13.59,Hip-Hop,Playlists,Better AI Recommendations,Desktop,13,14,,
2263,Germany,54,Free,17-07-2023,Active,0,0,No,No,3,10.62,Country,Discover Weekly,Better AI Recommendations,Mobile,10,5,,
2264,India,37,Student,18-06-2024,Active,1,0,No,No,4,5.31,Country,Offline Mode,Lyrics Translation,Desktop,8,13,,
2265,Indonesia,16,Premium Duo,26-02-2020,Active,1,0,No,No,5,10.52,Jazz,Playlists,HiFi Audio,Smart Speaker,3,11,,
2266,Brazil,20,Free,19-11-2018,Active,0,0,No,No,4,16.38,Country,Playlists,Better AI Recommendations,Smart Speaker,12,7,,
2267,Indonesia,60,Student,28-06-2018,Active,1,0,Yes,Yes,3,3.6,Electronic,Radio,Lyrics Translation,Mobile,9,12,,
2268,Brazil,29,Premium Individual,18-09-2024,Active,2,0,No,No,4,17.66,Hip-Hop,Offline Mode,HiFi Audio,Car System,7,7,,
2269,UK,42,Free,01-11-2023,Active,0,0,Yes,No,2,5.08,R&B,Daily Mix,Mood-based Auto Playlists,Smart Speaker,12,13,,
2270,Germany,52,Free,07-11-2024,Inactive,9,1,No,No,2,3.71,Rock,Offline Mode,Social Listening,Tablet,7,14,,
2271,Spain,21,Free,10-04-2025,Active,1,0,Yes,Yes,4,7.86,Indie,Offline Mode,Mood-based Auto Playlists,Car System,6,15,,
2272,USA,19,Premium Individual,30-03-2018,Active,0,0,No,No,4,4.21,Rock,Playlists,Mood-based Auto Playlists,Desktop,6,10,,
2273,Indonesia,17,Premium Individual,14-01-2026,Active,1,0,No,No,5,10.25,K-Pop,Offline Mode,Concert Alerts,Smart Speaker,11,11,,
2274,Spain,43,Free,07-07-2025,Active,0,0,Yes,No,3,2.7,Electronic,Offline Mode,Mood-based Auto Playlists,Mobile,11,18,,
2275,Italy,27,Premium Individual,13-08-2018,Active,0,0,No,No,5,16.65,Rock,Lyrics,Mood-based Auto Playlists,Desktop,9,8,,
2276,Brazil,44,Premium Individual,09-12-2024,Active,1,0,Yes,No,4,9.74,Indie,Playlists,Mood-based Auto Playlists,Smart Speaker,7,7,,
2277,USA,32,Free,12-11-2020,Inactive,4,1,Yes,No,5,15.78,Jazz,AI DJ,HiFi Audio,Mobile,14,11,,
2278,Canada,38,Free,15-05-2021,Active,2,0,No,No,4,5.06,Electronic,Offline Mode,Concert Alerts,Smart Speaker,6,10,,
2279,Australia,36,Free,27-04-2018,Inactive,5,1,No,No,2,0,Hip-Hop,Podcasts,Mood-based Auto Playlists,Desktop,11,10,,
2280,India,22,Free,15-04-2022,Inactive,3,1,No,No,5,13.83,Indie,AI DJ,Better AI Recommendations,Mobile,8,10,,
2281,Germany,44,Premium Individual,27-10-2019,Active,1,0,No,No,4,6.1,Indie,AI DJ,Social Listening,Desktop,6,7,,
2282,Italy,57,Premium Duo,30-10-2019,Active,0,0,No,No,3,8.45,Electronic,Daily Mix,Lyrics Translation,Smart Speaker,7,9,,
2283,Brazil,46,Premium Individual,10-05-2025,Active,1,0,No,No,4,9.1,Rock,Podcasts,Concert Alerts,Desktop,11,19,,
2284,Germany,36,Premium Individual,27-12-2024,Active,4,1,No,No,4,12.85,Indie,Daily Mix,Social Listening,Car System,12,8,,
2285,India,16,Premium Duo,28-01-2021,Active,0,0,Yes,No,4,16.43,Latin,Podcasts,Concert Alerts,Car System,9,9,,
2286,Brazil,50,Premium Individual,17-08-2022,Active,1,0,No,No,4,10.92,Pop,Daily Mix,Lyrics Translation,Mobile,5,5,,
2287,Indonesia,37,Premium Duo,27-03-2018,Inactive,5,1,No,No,3,9.63,Rock,AI DJ,HiFi Audio,Smart Speaker,5,11,,
2288,India,38,Premium Individual,03-08-2020,Active,0,0,Yes,No,4,15.85,Hip-Hop,Podcasts,Concert Alerts,Tablet,15,8,,
2289,Spain,16,Student,08-09-2021,Active,0,0,No,No,4,17.72,Bollywood,Daily Mix,Lyrics Translation,Desktop,7,10,,
2290,India,37,Free,05-09-2020,Active,0,0,No,No,5,9.11,K-Pop,Offline Mode,Better AI Recommendations,Tablet,10,5,,
2291,France,22,Premium Duo,21-11-2018,Active,2,0,Yes,No,3,7.03,Country,Radio,Lyrics Translation,Tablet,9,9,,
2292,USA,36,Premium Duo,25-05-2018,Inactive,6,1,Yes,No,4,14.67,Jazz,Lyrics,Lyrics Translation,Car System,7,10,,
2293,Italy,39,Premium Individual,07-10-2022,Active,3,1,Yes,No,4,10.65,Rock,Playlists,Concert Alerts,Car System,11,9,,
2294,India,50,Premium Duo,21-09-2018,Active,0,0,No,No,5,11.35,Bollywood,Podcasts,Mood-based Auto Playlists,Smart Speaker,6,16,,
2295,Germany,26,Premium Duo,15-05-2019,Inactive,4,1,Yes,No,5,3.56,Classical,Radio,Lyrics Translation,Mobile,5,11,,
2296,Germany,57,Free,16-05-2020,Active,1,0,Yes,No,1,12.97,Hip-Hop,Discover Weekly,Better AI Recommendations,Mobile,5,11,,
2297,Italy,50,Student,10-06-2025,Active,2,0,No,No,5,12.37,Bollywood,Podcasts,Lyrics Translation,Smart Speaker,7,7,,
2298,Germany,42,Premium Duo,30-09-2020,Active,1,0,No,No,2,6.44,Electronic,Daily Mix,Mood-based Auto Playlists,Car System,2,7,,
2299,India,60,Free,27-10-2023,Active,2,0,No,No,4,8.19,Jazz,Daily Mix,HiFi Audio,Tablet,9,7,,
2300,Canada,29,Premium Individual,30-01-2025,Active,0,0,Yes,Yes,2,14.53,Classical,Podcasts,Lyrics Translation,Car System,6,16,,
2301,Canada,34,Free,12-06-2020,Inactive,3,1,No,No,4,12.25,Rock,Playlists,Better AI Recommendations,Car System,9,9,,
2302,India,43,Free,25-02-2018,Active,1,0,Yes,No,3,11.69,Pop,Lyrics,Mood-based Auto Playlists,Tablet,11,11,,
2303,Canada,23,Premium Family,10-01-2026,Active,0,0,No,No,3,8.24,Hip-Hop,Podcasts,Concert Alerts,Mobile,12,15,,
2304,Brazil,55,Premium Family,24-12-2019,Active,0,0,Yes,No,4,11.74,R&B,Offline Mode,Lyrics Translation,Desktop,11,11,,
2305,USA,34,Free,14-09-2025,Inactive,10,1,Yes,Yes,5,11.42,Hip-Hop,Lyrics,Better AI Recommendations,Smart Speaker,5,14,,
2306,Australia,31,Premium Individual,21-05-2022,Active,0,0,No,No,4,0,Hip-Hop,Radio,HiFi Audio,Mobile,10,8,,
2307,Brazil,17,Free,31-10-2021,Active,0,0,Yes,No,5,9.52,Classical,Daily Mix,HiFi Audio,Smart Speaker,8,7,,
2308,France,29,Premium Individual,11-01-2019,Inactive,7,1,Yes,No,5,11.7,Latin,Podcasts,Social Listening,Tablet,9,11,,
2309,Indonesia,32,Premium Duo,11-03-2025,Active,0,0,No,No,4,9.3,Classical,Lyrics,Social Listening,Tablet,9,15,,
2310,India,57,Free,07-12-2024,Active,0,0,Yes,No,3,15.22,Hip-Hop,Podcasts,Better AI Recommendations,Tablet,6,7,,
2311,India,25,Premium Individual,18-08-2024,Active,1,0,No,No,3,14.47,Latin,Radio,Concert Alerts,Car System,9,9,,
2312,France,20,Premium Individual,11-05-2025,Inactive,3,1,Yes,Yes,4,10.03,K-Pop,Daily Mix,Concert Alerts,Tablet,5,5,,
2313,Brazil,20,Free,17-10-2025,Active,0,0,Yes,No,3,8.13,Classical,Lyrics,HiFi Audio,Desktop,9,11,,
2314,Mexico,50,Free,19-09-2018,Active,1,0,Yes,No,3,11.63,Rock,Podcasts,Better AI Recommendations,Mobile,11,12,,
2315,UK,20,Premium Individual,01-03-2018,Active,0,0,No,No,3,7.9,Electronic,Daily Mix,Better AI Recommendations,Smart Speaker,13,7,,
2316,India,20,Premium Individual,20-01-2022,Active,1,0,No,No,4,15.97,Latin,Daily Mix,Social Listening,Desktop,2,7,,
2317,India,47,Free,06-08-2019,Active,1,0,Yes,No,5,17.23,Indie,AI DJ,HiFi Audio,Mobile,4,8,,
2318,USA,60,Free,09-04-2025,Active,2,0,Yes,No,5,10.81,R&B,Podcasts,Lyrics Translation,Tablet,7,8,,
2319,India,44,Free,25-01-2021,Active,0,0,Yes,No,2,9.6,Country,Podcasts,HiFi Audio,Mobile,11,11,,
2320,Italy,32,Premium Individual,30-12-2019,Active,0,0,Yes,No,2,15.96,Electronic,Offline Mode,Social Listening,Smart Speaker,11,16,,
2321,UK,60,Free,26-05-2021,Active,0,0,Yes,No,5,13.24,K-Pop,AI DJ,Concert Alerts,Mobile,5,8,,
2322,Spain,22,Free,25-09-2025,Active,3,1,Yes,Yes,3,14.41,Indie,Offline Mode,Better AI Recommendations,Tablet,9,15,,
2323,Australia,37,Premium Individual,02-03-2023,Active,2,0,No,No,3,6.92,R&B,Radio,Lyrics Translation,Mobile,7,13,,
2324,India,29,Premium Individual,14-08-2021,Inactive,3,1,No,No,4,4.32,K-Pop,Playlists,Concert Alerts,Mobile,4,6,,
2325,Mexico,40,Free,06-05-2018,Active,0,0,No,No,5,8.86,Rock,Lyrics,Better AI Recommendations,Smart Speaker,6,9,,
2326,Italy,29,Premium Family,15-07-2020,Active,1,0,Yes,Yes,2,13.62,Pop,Lyrics,Concert Alerts,Car System,9,15,,
2327,India,58,Free,07-12-2021,Inactive,3,1,No,No,5,12.45,Latin,AI DJ,Social Listening,Smart Speaker,9,9,,
2328,India,33,Free,06-10-2021,Inactive,5,1,No,No,4,9.18,Pop,AI DJ,Better AI Recommendations,Car System,9,12,,
2329,Indonesia,16,Student,03-01-2025,Inactive,4,1,No,No,1,12.27,Indie,Discover Weekly,Concert Alerts,Car System,9,6,,
2330,Germany,20,Premium Individual,18-02-2020,Inactive,4,1,No,No,4,16.03,Classical,Playlists,Concert Alerts,Smart Speaker,3,8,,
2331,USA,26,Premium Family,02-01-2019,Active,1,0,No,No,5,11.51,Bollywood,Offline Mode,Concert Alerts,Mobile,12,11,,
2332,India,58,Free,24-05-2025,Active,0,0,No,No,4,6.56,R&B,Discover Weekly,HiFi Audio,Mobile,9,10,,
2333,Indonesia,35,Free,01-08-2024,Active,1,0,No,No,3,7.57,Hip-Hop,Podcasts,Social Listening,Mobile,7,5,,
2334,UK,18,Premium Duo,01-06-2025,Active,0,0,Yes,No,2,13.24,Bollywood,Radio,Lyrics Translation,Smart Speaker,8,9,,
2335,Mexico,46,Free,12-08-2019,Active,0,0,No,No,3,8.13,K-Pop,Daily Mix,Social Listening,Mobile,10,14,,
2336,France,19,Free,02-02-2019,Active,1,0,No,No,3,14.48,Hip-Hop,Podcasts,Concert Alerts,Tablet,15,9,,
2337,Italy,21,Free,18-04-2022,Active,2,0,Yes,No,5,13.32,K-Pop,Discover Weekly,Better AI Recommendations,Tablet,8,11,,
2338,Australia,19,Free,22-05-2024,Active,1,0,Yes,No,1,10.08,Hip-Hop,Lyrics,Social Listening,Car System,5,9,,
2339,India,33,Premium Duo,23-09-2018,Active,1,0,Yes,No,3,13.23,Country,Offline Mode,Concert Alerts,Smart Speaker,10,10,,
2340,Canada,38,Premium Individual,17-06-2019,Inactive,4,1,No,No,2,14.74,Electronic,Playlists,Better AI Recommendations,Mobile,12,8,,
2341,Indonesia,50,Free,29-01-2022,Active,0,0,No,No,5,4.85,R&B,Daily Mix,Mood-based Auto Playlists,Tablet,3,10,,
2342,Canada,27,Premium Individual,07-02-2026,Inactive,9,1,No,No,4,6.15,K-Pop,Lyrics,Concert Alerts,Car System,7,6,,
2343,France,39,Premium Family,21-07-2019,Inactive,4,1,No,No,4,9.16,Jazz,Offline Mode,Social Listening,Tablet,6,8,,
2344,Australia,39,Free,27-10-2020,Active,0,0,No,No,5,10.6,Electronic,AI DJ,Social Listening,Smart Speaker,9,8,,
2345,USA,58,Premium Individual,09-02-2022,Active,0,0,Yes,Yes,3,11.5,R&B,Playlists,Concert Alerts,Smart Speaker,4,13,,
2346,Mexico,31,Student,02-04-2019,Active,4,1,No,No,5,8.12,Latin,AI DJ,HiFi Audio,Mobile,8,8,,
2347,India,34,Free,11-11-2019,Active,1,0,No,No,3,15.19,Indie,Discover Weekly,HiFi Audio,Tablet,7,13,,
2348,India,17,Free,09-04-2022,Active,1,0,No,No,1,11.47,K-Pop,Lyrics,Better AI Recommendations,Car System,7,22,,
2349,Australia,57,Free,06-07-2020,Active,0,0,No,No,5,12.39,Electronic,Discover Weekly,HiFi Audio,Tablet,6,8,,
2350,Australia,30,Free,05-03-2020,Active,1,0,No,No,5,10.83,R&B,Discover Weekly,Mood-based Auto Playlists,Tablet,9,11,,
2351,UK,39,Premium Individual,23-04-2022,Active,1,0,No,No,3,2.41,Hip-Hop,Lyrics,Mood-based Auto Playlists,Desktop,9,11,,
2352,Germany,57,Premium Individual,13-09-2020,Active,2,0,No,No,3,4.73,Classical,AI DJ,Mood-based Auto Playlists,Tablet,8,10,,
2353,Spain,32,Free,17-04-2023,Active,0,0,No,No,4,13.07,R&B,Lyrics,Mood-based Auto Playlists,Tablet,6,8,,
2354,Australia,19,Free,31-01-2018,Active,0,0,No,No,5,9.03,Rock,Lyrics,Social Listening,Car System,7,11,,
2355,UK,58,Free,12-02-2019,Active,3,1,No,No,1,8.97,R&B,Offline Mode,Better AI Recommendations,Desktop,7,10,,
2356,Italy,39,Premium Individual,26-03-2022,Active,2,0,No,No,5,10.8,Pop,Discover Weekly,Concert Alerts,Car System,9,9,,
2357,Australia,34,Premium Individual,19-08-2020,Active,0,0,No,No,4,10.43,Indie,Offline Mode,Lyrics Translation,Car System,11,6,,
2358,UK,47,Free,01-05-2018,Active,0,0,Yes,No,4,5.71,Classical,Playlists,Lyrics Translation,Desktop,5,7,,
2359,France,23,Free,20-04-2019,Inactive,3,1,No,No,5,9.61,Jazz,Offline Mode,Concert Alerts,Smart Speaker,11,15,,
2360,Germany,47,Premium Individual,27-02-2023,Inactive,4,1,Yes,No,4,12.01,Classical,Discover Weekly,Mood-based Auto Playlists,Smart Speaker,5,8,,
2361,Germany,41,Free,19-01-2019,Active,0,0,No,No,2,10.29,Country,Podcasts,Mood-based Auto Playlists,Mobile,3,5,,
2362,USA,47,Free,28-04-2019,Active,0,0,No,No,5,13.2,Classical,Lyrics,HiFi Audio,Tablet,16,9,,
2363,Canada,27,Student,19-05-2023,Active,2,0,No,No,4,14.74,K-Pop,Daily Mix,Concert Alerts,Car System,15,11,,
2364,Brazil,43,Free,03-08-2020,Active,0,0,No,No,5,4.85,Latin,Offline Mode,Concert Alerts,Car System,6,7,,
2365,Australia,28,Premium Individual,09-12-2022,Active,2,0,Yes,Yes,2,16.85,Rock,Radio,Mood-based Auto Playlists,Tablet,5,13,,
2366,Canada,44,Student,06-10-2018,Active,1,0,Yes,No,4,3.94,Hip-Hop,Lyrics,Mood-based Auto Playlists,Mobile,10,15,,
2367,USA,37,Free,06-04-2023,Active,0,0,Yes,Yes,5,7,Indie,Offline Mode,Better AI Recommendations,Car System,10,11,,
2368,France,19,Free,22-03-2024,Active,0,0,No,No,4,11.41,Latin,Radio,HiFi Audio,Desktop,8,10,,
2369,UK,46,Free,20-10-2018,Active,2,0,Yes,No,4,5.95,Country,Discover Weekly,Mood-based Auto Playlists,Tablet,8,8,,
2370,Canada,52,Premium Individual,03-06-2020,Active,10,1,No,No,5,14.23,Latin,Podcasts,Lyrics Translation,Tablet,7,6,,
2371,Germany,40,Premium Family,08-11-2024,Active,0,0,Yes,No,1,13.74,Bollywood,Lyrics,Concert Alerts,Desktop,7,4,,
2372,USA,19,Premium Individual,27-03-2019,Active,0,0,No,No,4,11.7,Classical,Lyrics,HiFi Audio,Mobile,6,10,,
2373,Mexico,31,Premium Individual,04-11-2022,Inactive,6,1,Yes,No,1,11.7,Rock,Daily Mix,Social Listening,Mobile,10,7,,
2374,UK,26,Free,07-11-2023,Active,1,0,No,No,3,4.39,Electronic,Offline Mode,Better AI Recommendations,Tablet,7,9,,
2375,Australia,36,Free,22-09-2023,Active,0,0,No,No,3,11.4,Hip-Hop,Offline Mode,Better AI Recommendations,Car System,7,11,,
2376,Canada,46,Free,19-05-2020,Active,0,0,Yes,Yes,5,8.45,Hip-Hop,Daily Mix,Concert Alerts,Tablet,9,9,,
2377,Canada,45,Premium Duo,22-12-2020,Active,0,0,Yes,No,5,10.57,Rock,Discover Weekly,Lyrics Translation,Desktop,8,4,,
2378,Indonesia,44,Free,24-06-2019,Active,1,0,Yes,Yes,5,13.97,Electronic,Lyrics,Better AI Recommendations,Smart Speaker,7,9,,
2379,Italy,36,Free,28-01-2025,Active,0,0,No,No,3,12.12,Pop,Podcasts,Lyrics Translation,Smart Speaker,7,11,,
2380,France,58,Premium Individual,06-02-2019,Active,0,0,Yes,Yes,3,2.76,Indie,AI DJ,Lyrics Translation,Smart Speaker,12,15,,
2381,USA,20,Free,19-01-2022,Active,2,0,No,No,3,10.17,Classical,Lyrics,Better AI Recommendations,Tablet,13,5,,
2382,Indonesia,46,Premium Individual,06-05-2019,Active,0,0,Yes,No,4,9.75,Jazz,Discover Weekly,Concert Alerts,Tablet,14,10,,
2383,Brazil,32,Premium Family,27-05-2023,Active,0,0,No,No,4,8.64,Electronic,Daily Mix,Mood-based Auto Playlists,Car System,13,9,,
2384,Brazil,56,Free,08-01-2020,Active,0,0,Yes,No,2,14.31,Bollywood,Discover Weekly,Mood-based Auto Playlists,Tablet,5,9,,
2385,Italy,48,Student,28-04-2025,Active,1,0,No,No,3,7.43,Indie,Daily Mix,Better AI Recommendations,Mobile,10,2,,
2386,Brazil,57,Free,11-04-2018,Active,5,1,No,No,1,9.82,Electronic,Offline Mode,Mood-based Auto Playlists,Mobile,10,14,,
2387,Mexico,59,Premium Family,11-04-2023,Active,2,0,No,No,1,5.41,Classical,Daily Mix,Concert Alerts,Smart Speaker,12,12,,
2388,Spain,50,Free,12-05-2018,Inactive,3,1,No,No,2,9.97,Country,Discover Weekly,Lyrics Translation,Mobile,8,11,,
2389,Australia,47,Student,09-04-2025,Active,2,0,Yes,Yes,5,4.84,K-Pop,Discover Weekly,Social Listening,Tablet,6,14,,
2390,Italy,54,Free,14-06-2025,Active,4,1,No,No,5,4.73,K-Pop,Discover Weekly,Better AI Recommendations,Car System,6,8,,
2391,Indonesia,57,Premium Family,25-07-2019,Active,0,0,No,No,5,3.27,Hip-Hop,Daily Mix,Lyrics Translation,Car System,9,9,,
2392,UK,25,Premium Duo,01-02-2022,Active,0,0,No,No,3,12.69,Latin,Discover Weekly,Better AI Recommendations,Desktop,7,11,,
2393,Indonesia,36,Premium Individual,06-05-2022,Active,0,0,No,No,1,7.32,Pop,Podcasts,HiFi Audio,Car System,9,13,,
2394,Canada,39,Premium Duo,21-06-2018,Active,2,0,No,No,4,16.43,Rock,Offline Mode,Social Listening,Tablet,8,11,,
